76,朋友,péng you,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
77,漂亮,piào liang,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
78,苹果,píng guǒ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
79,七,qī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
80,钱,qián,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
81,前面,qián miàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
82,请,qǐng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
83,去,qù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
84,热,rè,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
85,人,rén,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
86,认识,rèn shi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
87,日,rì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
88,三,sān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
89,商店,shāng diàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
90,上,shàng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
91,上午,shàng wǔ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
92,少,shǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
93,谁,shéi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
94,什么,shén me,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
95,十,shí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
96,时候,shí hou,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
97,是,shì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
98,书,shū,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
99,水,shuǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
100,水果,shuǐ guǒ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
101,睡觉,shuì jiào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
102,说话,shuō huà,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
103,四,sì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
104,岁,suì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
105,他,tā,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
106,她,tā,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
107,太,tài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
108,天气,tiān qì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
109,听,tīng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
110,同学,tóng xué,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
111,喂,wèi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
112,我,wǒ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
113,我们,wǒ men,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
114,五,wǔ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
115,喜欢,xǐ huan,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
116,下,xià,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
117,下午,xià wǔ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
118,下雨,xià yǔ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
119,先生,xiān sheng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
120,现在,xiàn zài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
121,想,xiǎng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
122,小,xiǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
123,小姐,xiǎo jie,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
124,些,xiē,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
125,写,xiě,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
126,谢谢,xiè xie,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
127,星期,xīng qī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
128,学生,xué sheng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
129,学习,xué xí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
130,学校,xué xiào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
131,一,yī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
132,衣服,yī fu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
133,医生,yī shēng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
134,医院,yī yuàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
135,椅子,yǐ zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
136,有,yǒu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
137,月,yuè,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
138,在,zài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
139,再见,zài jiàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
140,怎么,zěn me,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
141,怎么样,zěn me yàng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
142,这,zhè,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
143,中国,Zhōng guó,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
144,中午,zhōng wǔ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
145,住,zhù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
146,桌子,zhuō zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
147,字,zì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
148,昨天,zuó tiān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
149,坐,zuò,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
150,做,zuò,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
151,吧,ba,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
152,白,bái,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
153,百,bǎi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
154,帮助,bāng zhù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
155,报纸,bào zhǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
156,比,bǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
157,别,bié,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
158,长,cháng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
159,唱歌,chàng gē,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
160,出,chū,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
161,穿,chuān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
162,船,chuán,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
163,次,cì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
164,从,cóng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
165,错,cuò,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
166,打篮球,dá lán qiú,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
167,大家,dà jiā,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
168,但是,dàn shì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
169,到,dào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
170,得,de,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
171,得,děi,,
172,弟弟,dì di,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
173,第一,dì yī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
174,懂,dǒng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
175,房间,fáng jiān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
176,非常,fēi cháng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
177,服务员,fú wù yuán,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
178,高,gāo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
179,告诉,gào su,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
180,哥哥,gē ge,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
181,给,gěi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
182,公共汽车,gōng gòng qì chē,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
183,公斤,gōng jīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
184,公司,gōng sī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
185,贵,guì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
186,还,hái,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
187,孩子,hái zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
188,好吃,hǎo chī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
189,号,hào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
190,黑,hēi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
191,红,hóng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
192,欢迎,huān yíng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
193,还,huán,,
194,回答,huí dá,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
195,机场,jī chǎng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
196,鸡蛋,jī dàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
197,件,jiàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
198,教室,jiào shì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
199,姐姐,jiě jie,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
200,介绍,jiè shào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
201,进,jìn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
202,近,jìn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
203,就,jiù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
204,觉得,jué de,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
205,咖啡,kā fēi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
206,开始,kāi shǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
207,考试,kǎo shì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
208,可能,kě néng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
209,可以,kě yǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
210,课,kè,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
211,快,kuài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
212,快乐,kuài lè,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
213,累,lèi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
214,离,lí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
215,两,liǎng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
216,路,lù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
217,旅游,lǚ yóu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
218,卖,mài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
219,慢,màn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
220,忙,máng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
221,每,měi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
222,妹妹,mèi mei,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
223,门,mén,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
224,男人,nán rén,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
225,您,nín,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
226,牛奶,niú nǎi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
227,女人,nǚ rén,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
228,旁边,páng biān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
229,跑步,pǎo bù,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
230,便宜,pián yi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
231,票,piào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
232,妻子,qī zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
233,起床,qǐ chuáng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
234,千,qiān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
235,晴,qíng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
236,去年,qù nián,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
237,让,ràng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
238,上班,shàng bān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
239,身体,shēn tǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
240,生病,shēng bìng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
241,生日,shēng rì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
242,时间,shí jiān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
243,事情,shì qing,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
244,手表,shǒu biǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
245,手机,shǒu jī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
246,送,sòng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
247,所以,suǒ yǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
248,它,tā,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
249,踢,tī,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
250,题,tí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
251,跳舞,tiào wǔ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
252,外,wài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
253,完,wán,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
254,玩,wán,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
255,晚上,wǎn shang,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
256,为,wèi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
257,问,wèn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
258,问题,wèn tí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
259,西瓜,xī guā,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
260,希望,xī wàng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
261,洗,xǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
262,向,xiàng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
263,小时,xiǎo shí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
264,笑,xiào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
265,新,xīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
266,姓,xìng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
267,休息,xiū xi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
268,雪,xuě,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
269,颜色,yán sè,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
270,眼睛,yǎn jing,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
271,羊肉,yáng ròu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
272,药,yào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
273,要,yào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
274,也,yě,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
275,已经,yǐ jīng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
276,一起,yī qǐ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
277,意思,yì si,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
278,阴,yīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
279,因为,yīn wèi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
280,游泳,yóu yǒng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
281,右边,yòu bian,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
282,鱼,yú,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
283,元,yuán,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
284,远,yuǎn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
285,运动,yùn dòng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
286,再,zài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
287,早上,zǎo shang,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
288,张,zhāng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
289,长,zhǎng,,
290,丈夫,zhàng fu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
291,找,zhǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
292,着,zhe,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
293,真,zhēn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
294,正在,zhèng zài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
295,知道,zhī dào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
296,准备,zhǔn bèi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
297,自行车,zì xíng chē,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
298,走,zǒu,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
299,最,zuì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
300,左边,zuǒ bian,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
301,阿姨,ā yí,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
302,啊,a,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
303,矮,ǎi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
304,爱好,ài hào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
305,安静,ān jìng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
306,把,bǎ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
307,搬,bān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
308,班,bān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
309,半,bàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
310,办法,bàn fǎ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
311,办公室,bàn gōng shì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
312,帮忙,bāng máng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
313,包,bāo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
314,饱,bǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
315,北方,běi fāng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
316,被,bèi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
317,鼻子,bí zi,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
318,比较,bǐ jiào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
319,比赛,bǐ sài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
320,必须,bì xū,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
321,变化,biàn huà,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
322,表示,biǎo shì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
323,表演,biǎo yǎn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
324,别人,bié ren,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
325,宾馆,bīn guǎn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
326,冰箱,bīng xiāng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
327,才,cái,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
328,菜单,cài dān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
329,参加,cān jiā,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
330,草,cǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
331,层,céng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
332,差,chà,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
333,超市,chāo shì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
334,衬衫,chèn shān,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
335,成绩,chéng jì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
336,城市,chéng shì,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
337,迟到,chí dào,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
338,出现,chū xiàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
339,除了,chú le,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
340,厨房,chú fáng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
341,春,chūn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
342,词语,cí yǔ,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
343,聪明,cōng ming,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
344,打扫,dǎ sǎo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
345,打算,dǎ suàn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
346,带,dài,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
347,担心,dān xīn,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
348,蛋糕,dàn gāo,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
349,当然,dāng rán,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
350,地,de,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
351,灯,dēng,"тётя, тётка; (при обращении) тётя; няня (в детском саду)"
